unit_nr,time_cycles,max_cycle,s2,s3,s4,s7,s11,s12,s13,s15,s17,s20,s21
34,232,240,1.2146,1.4145,1.2464,1.5175,1.5734,1.2668,1.5658,1.3449,1.2539,1.0532,1.4176
34,233,240,1.2124,1.4346,1.2903,1.5424,1.5672,1.3078,1.5215,1.3103,1.2322,1.0249,1.4477
34,234,240,1.1737,1.4255,1.2343,1.5548,1.5941,1.2326,1.5937,1.4322,1.2098,1.1393,1.492
34,235,240,1.2491,1.3705,1.2399,1.507,1.5843,1.2552,1.5215,1.3341,1.2331,1.159,1.4469
34,236,240,1.1976,1.4402,1.2303,1.525,1.6303,1.2388,1.5448,1.4054,1.2633,1.1241,1.4403
34,237,240,1.2874,1.4346,1.2458,1.541,1.6573,1.2079,1.5263,1.4014,1.2459,1.0897,1.4633
34,238,240,1.1824,1.438,1.3026,1.5166,1.646,1.2247,1.5629,1.3783,1.3143,1.0445,1.534
34,239,240,1.2151,1.4402,1.308,1.6073,1.6732,1.2499,1.52,1.374,1.3233,1.0779,1.4889
34,240,240,1.1396,1.4013,1.2665,1.5412,1.604,1.1846,1.5419,1.3664,1.3147,1.1642,1.4979
35,1,176,1.1201,0.866,1.167,1.1579,1.0644,1.0979,0.7891,1.1018,0.8557,1.0924,1.1344
35,2,176,1.116,0.8054,1.1626,1.1134,1.0473,1.1427,0.806,1.131,0.9177,1.0999,1.1204
35,3,176,1.1353,0.8881,1.1545,1.1136,1.1053,1.0946,0.8392,1.1251,0.8418,1.1193,1.1079
35,4,176,1.1509,0.8446,1.1999,1.1204,1.0704,1.093,0.7954,1.0942,0.8525,1.1191,1.1208
35,5,176,1.0977,0.8269,1.1794,1.1268,1.0973,1.0948,0.7708,1.1368,0.8498,1.0677,1.1619
35,6,176,1.1487,0.8412,1.1674,1.1699,1.0925,1.1025,0.8287,1.1174,0.8215,1.1022,1.105
35,7,176,1.0957,0.8338,1.1776,1.1452,1.1388,1.1053,0.8027,1.0802,0.8324,1.0559,1.0903
35,8,176,1.1061,0.863,1.1568,1.1016,1.0892,1.1031,0.8141,1.164,0.8626,1.1097,1.1293
35,9,176,1.0871,0.8445,1.1856,1.1191,1.066,1.1346,0.7807,1.1306,0.9077,1.0532,1.1299
35,10,176,1.1366,0.8434,1.1639,1.1765,1.0607,1.1359,0.7917,1.1383,0.8741,1.0935,1.1032
35,11,176,1.0723,0.8461,1.1774,1.1284,1.1105,1.0996,0.822,1.0925,0.8666,1.0924,1.0867
35,12,176,1.0847,0.8795,1.1371,1.1345,1.109,1.0821,0.7771,1.0783,0.8773,1.089,1.0892
35,13,176,1.1264,0.8398,1.1961,1.137,1.0832,1.1358,0.8143,1.1097,0.8952,1.1055,1.1602
35,14,176,1.1379,0.8586,1.17,1.1257,1.096,1.099,0.7731,1.1302,0.8673,1.0918,1.1254
35,15,176,1.1177,0.8509,1.2122,1.1279,1.0462,1.1509,0.8224,1.1474,0.8503,1.0704,1.1114
35,16,176,1.1242,0.7948,1.1753,1.1488,1.1131,1.0838,0.8568,1.0998,0.8598,1.1052,1.1162
35,17,176,1.1165,0.8584,1.1628,1.1301,1.104,1.0785,0.8221,1.0798,0.9044,1.1119,1.1433
35,18,176,1.1213,0.8372,1.1504,1.1165,1.1087,1.0797,0.822,1.1647,0.8824,1.0864,1.1665
35,19,176,1.1435,0.8371,1.1702,1.1137,1.0992,1.1045,0.7987,1.1321,0.942,1.0872,1.1078
35,20,176,1.1591,0.8864,1.2144,1.1736,1.0873,1.0652,0.8388,1.1252,0.8543,1.1202,1.1101
35,21,176,1.0896,0.8676,1.1743,1.1298,1.0791,1.114,0.8148,1.1083,0.8843,1.0992,1.1368
35,22,176,1.1365,0.8209,1.153,1.1072,1.1086,1.1045,0.8394,1.1377,0.865,1.1068,1.1407
35,23,176,1.1398,0.8605,1.1788,1.1313,1.0703,1.142,0.8166,1.1142,0.8802,1.1025,1.1155
35,24,176,1.1029,0.8341,1.221,1.1003,1.0934,1.135,0.811,1.1062,0.8516,1.0999,1.1419
35,25,176,1.1339,0.8614,1.1761,1.1452,1.1048,1.0741,0.8331,1.1426,0.8634,1.0792,1.1242
35,26,176,1.145,0.8366,1.1796,1.1488,1.1234,1.1312,0.8092,1.1356,0.9069,1.1419,1.1454
35,27,176,1.0868,0.8244,1.1704,1.1206,1.0702,1.0831,0.7709,1.1278,0.9031,1.0954,1.1883
35,28,176,1.1049,0.8283,1.1996,1.1177,1.1071,1.1393,0.8127,1.1102,0.8874,1.1161,1.1649
35,29,176,1.0943,0.8783,1.1599,1.1346,1.0831,1.1438,0.7954,1.1537,0.903,1.0804,1.1319
35,30,176,1.1262,0.864,1.1632,1.1148,1.1129,1.1013,0.7971,1.0752,0.909,1.1575,1.1207
35,31,176,1.1719,0.8744,1.1523,1.1223,1.1034,1.1084,0.8362,1.1308,0.9011,1.1356,1.1323
35,32,176,1.1698,0.8689,1.1719,1.1251,1.1327,1.097,0.8376,1.1424,0.8757,1.1501,1.1524
35,33,176,1.1402,0.8602,1.1899,1.1252,1.0965,1.129,0.7619,1.1218,0.9009,1.132,1.1206
35,34,176,1.1235,0.8595,1.1524,1.148,1.1204,1.1586,0.7791,1.1222,0.8947,1.1148,1.1383
35,35,176,1.1606,0.8421,1.1949,1.1627,1.076,1.1457,0.8141,1.12,0.9006,1.1387,1.1183
35,36,176,1.1517,0.8424,1.1942,1.167,1.1079,1.0685,0.8138,1.1516,0.8716,1.1229,1.1042
35,37,176,1.1604,0.8723,1.2249,1.1498,1.1235,1.1067,0.836,1.1223,0.8806,1.0759,1.195
35,38,176,1.132,0.811,1.2087,1.1439,1.1071,1.1385,0.8282,1.1261,0.9054,1.1401,1.1382
35,39,176,1.1228,0.8793,1.2053,1.1654,1.0965,1.1124,0.8119,1.1124,0.8716,1.1089,1.1232
35,40,176,1.1354,0.8735,1.1956,1.0901,1.1023,1.1092,0.8184,1.1254,0.9111,1.1314,1.1498
35,41,176,1.1863,0.8931,1.174,1.1451,1.1283,1.1084,0.824,1.1505,0.9264,1.1601,1.1473
35,42,176,1.1197,0.9124,1.2208,1.1518,1.1265,1.1079,0.8176,1.1367,0.9023,1.14,1.1459
35,43,176,1.1688,0.8713,1.178,1.1968,1.1001,1.133,0.8373,1.1477,0.8882,1.1161,1.2055
35,44,176,1.126,0.9108,1.1848,1.1458,1.0844,1.1016,0.823,1.1612,0.9116,1.0946,1.1215
35,45,176,1.1007,0.8684,1.2325,1.1807,1.1031,1.1011,0.831,1.1565,0.9049,1.1475,1.1235
35,46,176,1.1765,0.9061,1.1723,1.159,1.1038,1.1239,0.8367,1.165,0.9293,1.1306,1.1563
35,47,176,1.1662,0.8374,1.2186,1.1761,1.1201,1.1315,0.8403,1.1492,0.9226,1.1308,1.139
35,48,176,1.0992,0.8579,1.1699,1.1483,1.0992,1.1017,0.8178,1.143,0.941,1.1499,1.1694
35,49,176,1.1206,0.8549,1.1929,1.1665,1.1314,1.153,0.8132,1.1554,0.9009,1.1014,1.1317
35,50,176,1.1319,0.9161,1.1659,1.1654,1.1153,1.1017,0.8273,1.1886,0.8882,1.1552,1.1629
35,51,176,1.1783,0.9251,1.2442,1.1648,1.1029,1.0846,0.8179,1.1538,0.8886,1.1254,1.1541
35,52,176,1.1305,0.8544,1.2267,1.1581,1.1357,1.155,0.8479,1.1434,0.9448,1.1356,1.1604
35,53,176,1.1519,0.9045,1.1823,1.2358,1.1182,1.126,0.8356,1.1283,0.9151,1.1112,1.1847
35,54,176,1.1557,0.8948,1.1833,1.1257,1.1374,1.159,0.7797,1.1884,0.8567,1.1381,1.1455
35,55,176,1.1533,0.8696,1.2507,1.168,1.13,1.1061,0.86,1.1222,0.9176,1.1857,1.1774
35,56,176,1.1637,0.8522,1.2026,1.1997,1.1216,1.1486,0.8425,1.2275,0.8699,1.1228,1.1383
35,57,176,1.2237,0.8666,1.198,1.1953,1.0831,1.0928,0.8379,1.1713,0.9047,1.143,1.2065
35,58,176,1.1593,0.836,1.2186,1.2029,1.0992,1.1426,0.8004,1.1978,0.9017,1.1578,1.1585
35,59,176,1.1618,0.8854,1.1884,1.1371,1.1314,1.1245,0.8696,1.1302,0.9249,1.1481,1.2089
35,60,176,1.1679,0.826,1.2092,1.1954,1.1286,1.1381,0.7875,1.1539,0.9228,1.1463,1.1262
35,61,176,1.1591,0.92,1.2253,1.1555,1.1288,1.1266,0.8488,1.1472,0.9598,1.1033,1.1283
35,62,176,1.1841,0.9238,1.1606,1.1974,1.1336,1.1578,0.757,1.1338,0.9073,1.1496,1.1765
35,63,176,1.1753,0.9004,1.2004,1.182,1.1407,1.1328,0.8395,1.1622,0.9392,1.1494,1.1734
35,64,176,1.1931,0.8359,1.2587,1.1968,1.1086,1.1493,0.7958,1.1827,0.8923,1.1162,1.1717
35,65,176,1.1694,0.9066,1.2189,1.2145,1.1304,1.1388,0.888,1.1431,0.9186,1.1694,1.2117
35,66,176,1.0947,0.9007,1.2147,1.1715,1.1357,1.1446,0.8143,1.1557,0.9545,1.1083,1.1572
35,67,176,1.2009,0.8827,1.2047,1.2053,1.1145,1.1525,0.8762,1.1431,0.9616,1.137,1.1148
35,68,176,1.1454,0.9538,1.2124,1.2396,1.145,1.1419,0.8027,1.1957,0.9403,1.1631,1.2236
35,69,176,1.1628,0.8692,1.2314,1.2045,1.1677,1.2149,0.8485,1.1231,0.9178,1.2024,1.1614
35,70,176,1.1963,0.8686,1.2801,1.2137,1.1289,1.154,0.8299,1.1736,0.923,1.1408,1.1525
35,71,176,1.1694,0.8761,1.2308,1.1838,1.1865,1.1427,0.8409,1.17,0.9291,1.1281,1.189
35,72,176,1.2285,0.9227,1.1888,1.2134,1.1057,1.1561,0.8909,1.2106,0.9461,1.1547,1.1684
35,73,176,1.177,0.9176,1.2227,1.1836,1.1776,1.1614,0.8744,1.162,0.9227,1.1549,1.1618
35,74,176,1.1867,0.8771,1.223,1.2163,1.1557,1.171,0.8316,1.1794,0.8863,1.1456,1.1567
35,75,176,1.1648,0.9103,1.2637,1.2169,1.1552,1.1787,0.8861,1.1636,0.9633,1.1916,1.2071
35,76,176,1.1669,0.89,1.2329,1.1886,1.175,1.1781,0.8525,1.1751,0.9679,1.2351,1.1816
35,77,176,1.2027,0.9008,1.2141,1.1572,1.1899,1.2238,0.8588,1.172,0.9371,1.1754,1.2077
35,78,176,1.1483,0.9054,1.261,1.221,1.1429,1.1178,0.8147,1.1827,0.9631,1.1984,1.2393
35,79,176,1.1903,0.9142,1.2021,1.2411,1.1519,1.2219,0.8627,1.176,0.8983,1.1431,1.1875
35,80,176,1.1333,0.9316,1.2118,1.2318,1.1701,1.1939,0.8708,1.2131,0.965,1.1833,1.257
35,81,176,1.1752,0.9376,1.2552,1.1813,1.1621,1.1087,0.8899,1.1867,0.8992,1.1322,1.1308
35,82,176,1.2004,0.8378,1.274,1.187,1.201,1.2054,0.8477,1.1654,0.9827,1.1555,1.1909
35,83,176,1.2199,0.9506,1.2762,1.2514,1.2081,1.1886,0.8788,1.1297,0.9258,1.147,1.2288
35,84,176,1.2146,0.9359,1.2569,1.2109,1.1084,1.1832,0.8653,1.2224,0.9149,1.1964,1.2416
35,85,176,1.1686,0.9627,1.2886,1.2322,1.1331,1.1836,0.8987,1.2044,0.9695,1.1636,1.225
35,86,176,1.2315,0.9274,1.2738,1.2039,1.1803,1.2159,0.8579,1.17,0.9837,1.1849,1.259
35,87,176,1.2012,0.8827,1.2772,1.2047,1.1591,1.2247,0.9415,1.2377,0.9362,1.2412,1.221
35,88,176,1.265,0.9194,1.2435,1.2789,1.1794,1.1693,0.9121,1.2183,0.9616,1.2388,1.1305
35,89,176,1.2442,0.9479,1.2593,1.2183,1.1952,1.2138,0.8914,1.2171,0.9916,1.185,1.2782
35,90,176,1.1934,0.914,1.249,1.2339,1.1862,1.1905,0.8603,1.1619,0.9075,1.2112,1.2238
35,91,176,1.1981,0.9182,1.2813,1.2475,1.2226,1.2496,0.8881,1.224,0.9453,1.1284,1.2502
35,92,176,1.2548,0.9314,1.2372,1.2924,1.1461,1.2113,0.9034,1.2669,1.0012,1.2452,1.1955
35,93,176,1.2299,0.9243,1.2049,1.2339,1.2509,1.2064,0.9274,1.2769,0.9681,1.205,1.2255
35,94,176,1.202,0.9899,1.2341,1.2781,1.2252,1.1745,0.8728,1.2398,0.9515,1.2057,1.1946
35,95,176,1.2574,0.9247,1.2734,1.2809,1.1696,1.2001,0.916,1.2663,0.9478,1.1735,1.261
35,96,176,1.2494,0.9427,1.2376,1.2097,1.2249,1.1971,0.9107,1.2155,0.9557,1.1695,1.2545
35,97,176,1.2351,0.8989,1.3424,1.3114,1.1584,1.2223,0.8974,1.2016,0.9661,1.1967,1.2072
35,98,176,1.2731,0.9106,1.291,1.2022,1.2455,1.2559,0.8817,1.204,1.0191,1.2052,1.2756
35,99,176,1.2381,0.9583,1.323,1.2614,1.2062,1.2433,0.9169,1.2349,0.9957,1.279,1.2629
35,100,176,1.2877,0.9459,1.2624,1.2272,1.1634,1.2506,0.9022,1.1708,0.9996,1.2083,1.2671
35,101,176,1.2853,1.0099,1.3117,1.2535,1.2302,1.225,0.9164,1.3409,1.0295,1.2099,1.2038
35,102,176,1.2429,0.997,1.3122,1.2594,1.2115,1.2345,0.9197,1.3006,0.9565,1.1819,1.2687
35,103,176,1.255,0.9933,1.2874,1.2768,1.1904,1.211,0.9301,1.2759,0.9765,1.212,1.3164
35,104,176,1.2516,0.9985,1.3103,1.2839,1.2304,1.2812,0.9389,1.2673,1.0176,1.2007,1.232
35,105,176,1.2306,0.9819,1.2736,1.2971,1.2348,1.2498,0.965,1.222,0.9822,1.2316,1.2657
35,106,176,1.275,1.0347,1.3427,1.2958,1.2203,1.2699,0.9125,1.2132,1.03,1.2631,1.2869
35,107,176,1.2707,0.9373,1.3525,1.2976,1.243,1.2062,0.8695,1.218,0.9713,1.237,1.2697
35,108,176,1.2669,0.9409,1.3236,1.2722,1.2152,1.2669,0.8733,1.2989,0.9764,1.2735,1.2779
35,109,176,1.3083,0.9599,1.3371,1.326,1.24,1.2417,0.9004,1.2778,0.9455,1.2112,1.2828
35,110,176,1.2708,0.9521,1.3119,1.3141,1.1885,1.273,0.9374,1.3099,0.9971,1.2484,1.285
35,111,176,1.2417,1.0135,1.3628,1.3756,1.2485,1.247,0.8925,1.2508,0.9771,1.2306,1.2566
35,112,176,1.2994,0.9552,1.3236,1.3284,1.2237,1.3019,0.9081,1.3035,0.9827,1.2538,1.2939
35,113,176,1.2751,0.948,1.3458,1.3635,1.2394,1.3124,0.9118,1.2399,0.9306,1.2178,1.3044
35,114,176,1.2923,0.9587,1.2874,1.3229,1.2415,1.2468,0.8851,1.2883,0.9745,1.2523,1.2317
35,115,176,1.2188,0.9834,1.3423,1.2348,1.2481,1.2999,0.9301,1.2932,0.9559,1.199,1.2141
35,116,176,1.2925,0.9897,1.3412,1.3332,1.195,1.2783,0.8931,1.2344,1.0076,1.2863,1.2404
35,117,176,1.257,0.9678,1.4002,1.2887,1.2498,1.2855,0.9222,1.2759,1.0251,1.2865,1.3191
35,118,176,1.2663,0.9787,1.3248,1.2829,1.2722,1.251,0.9077,1.2666,1.0095,1.2834,1.3132
35,119,176,1.2968,0.9845,1.3795,1.3247,1.2499,1.2985,0.9846,1.2576,1.0621,1.2247,1.3258
35,120,176,1.2898,0.9706,1.3075,1.3226,1.2685,1.2718,0.8983,1.3042,1.0202,1.2168,1.3065
35,121,176,1.2872,0.9879,1.3429,1.317,1.2624,1.2445,0.903,1.2832,1.0644,1.2804,1.2937
35,122,176,1.3037,1.0091,1.3497,1.2752,1.2562,1.3368,0.9755,1.3134,1.0965,1.2821,1.3138
35,123,176,1.2931,1.0042,1.3212,1.3259,1.2625,1.3024,0.9668,1.3428,1.0467,1.2845,1.3079
35,124,176,1.3019,0.9677,1.3729,1.3207,1.3037,1.3161,0.9043,1.2687,1.0007,1.3025,1.3259
35,125,176,1.3679,1.0232,1.3195,1.3499,1.2432,1.2589,0.8864,1.308,1.0248,1.3574,1.356
35,126,176,1.3206,0.9853,1.3683,1.3128,1.2663,1.3187,0.9786,1.2952,0.9888,1.3304,1.3339
35,127,176,1.3359,1.0498,1.4386,1.3308,1.3127,1.2712,0.9153,1.299,1.0682,1.3032,1.3502
35,128,176,1.3349,1.0227,1.3676,1.4003,1.3314,1.2847,0.9302,1.3507,1.0465,1.3414,1.358
35,129,176,1.3579,1.0157,1.4064,1.3356,1.2975,1.2258,0.9499,1.3035,1.0444,1.3364,1.3435
35,130,176,1.3906,0.9829,1.4232,1.3326,1.2836,1.2843,0.9504,1.336,1.0264,1.2812,1.3209
35,131,176,1.268,1.0032,1.3583,1.3747,1.2883,1.3543,0.939,1.2937,1.0477,1.3471,1.3437
35,132,176,1.3876,0.9696,1.3807,1.3447,1.2895,1.2402,1.0075,1.4105,1.0283,1.3266,1.3561
35,133,176,1.3721,1.0459,1.4562,1.3882,1.3081,1.3207,0.9996,1.3655,1.0938,1.2365,1.3786
35,134,176,1.3934,1.0312,1.3916,1.3455,1.3869,1.3539,0.9672,1.4226,1.074,1.3215,1.3337
35,135,176,1.3144,1.0659,1.4213,1.3399,1.3427,1.27,0.9962,1.3729,1.0499,1.2851,1.291
35,136,176,1.2985,1.0529,1.4392,1.3547,1.3949,1.4284,0.9801,1.3736,1.0959,1.341,1.368
35,137,176,1.4045,1.0334,1.4118,1.3805,1.2404,1.3363,1.0503,1.423,1.0112,1.3403,1.3264
35,138,176,1.3651,0.9797,1.4468,1.3513,1.2292,1.3535,1.0125,1.3597,1.054,1.3514,1.3947
35,139,176,1.4272,1.0672,1.4178,1.3721,1.3164,1.3614,1.0372,1.3269,1.0693,1.2961,1.3804
35,140,176,1.3566,1.0502,1.4315,1.3858,1.2674,1.2802,0.9419,1.3477,1.1392,1.4026,1.4047
35,141,176,1.3347,1.0637,1.3789,1.3358,1.3473,1.3916,0.9499,1.3037,1.0659,1.2736,1.4118
35,142,176,1.3683,1.0108,1.4361,1.3437,1.2881,1.3491,1.0444,1.4262,1.0251,1.3556,1.3616
35,143,176,1.3526,1.0971,1.4482,1.4273,1.3205,1.3233,1.0592,1.3701,1.127,1.3855,1.3539
35,144,176,1.3967,1.1019,1.4825,1.4318,1.3891,1.3736,1.0148,1.3394,1.0693,1.359,1.4108
35,145,176,1.3118,1.048,1.417,1.3664,1.2275,1.3199,1.0545,1.2971,0.9887,1.4074,1.327
35,146,176,1.4032,1.0492,1.4384,1.4845,1.33,1.3434,1.053,1.3062,1.1726,1.3256,1.4241
35,147,176,1.4134,1.0722,1.5,1.4771,1.3551,1.3955,0.9916,1.3814,1.0528,1.3812,1.5086
35,148,176,1.3912,1.0557,1.4868,1.4143,1.3858,1.3873,1.0233,1.4063,1.0834,1.2903,1.3662
35,149,176,1.3511,1.0603,1.4791,1.3993,1.321,1.4563,0.9374,1.3111,1.1446,1.3874,1.392
35,150,176,1.3772,1.0662,1.4323,1.3959,1.3917,1.3363,1.0098,1.3875,1.1276,1.3748,1.392
35,151,176,1.4203,1.0526,1.4657,1.4283,1.3644,1.4048,1.0071,1.4024,1.116,1.3886,1.4108
35,152,176,1.3428,1.0255,1.4453,1.4245,1.3587,1.3945,1.1034,1.3405,1.1635,1.3775,1.4132
35,153,176,1.4346,1.0263,1.492,1.4099,1.3626,1.4551,0.9675,1.4563,1.1413,1.3492,1.4144
35,154,176,1.455,1.1548,1.5746,1.4133,1.4166,1.4302,1.0602,1.3825,1.1658,1.3769,1.4455
35,155,176,1.4132,1.1255,1.3673,1.4305,1.3331,1.3766,1.0384,1.4756,1.1849,1.36,1.4148
35,156,176,1.4651,1.1483,1.5133,1.4998,1.3484,1.3952,1.046,1.4074,1.0831,1.4681,1.478
35,157,176,1.452,1.1059,1.5499,1.4958,1.4123,1.4167,0.9846,1.4599,1.2239,1.3727,1.4826
35,158,176,1.4304,1.1411,1.5251,1.3397,1.4292,1.4578,1.038,1.4316,1.1577,1.3882,1.433
35,159,176,1.3962,1.0247,1.5023,1.4379,1.4423,1.4645,1.0491,1.4202,1.1112,1.4536,1.3715
35,160,176,1.491,1.0633,1.4988,1.427,1.3255,1.5362,1.0416,1.4005,1.1024,1.3826,1.5097
35,161,176,1.4506,1.1372,1.5444,1.4733,1.4208,1.3811,1.07,1.4761,1.1602,1.3612,1.4349
35,162,176,1.4687,1.0212,1.5265,1.4244,1.3977,1.4556,1.036,1.4393,1.1799,1.385,1.4248
35,163,176,1.4377,1.0319,1.4807,1.472,1.4031,1.4551,1.0647,1.4415,1.1745,1.3606,1.4835
35,164,176,1.4321,1.0976,1.5722,1.4582,1.3702,1.5087,1.0165,1.3891,1.2056,1.4407,1.4001
35,165,176,1.4337,1.2121,1.5624,1.3918,1.4795,1.4616,1.0798,1.4284,1.1673,1.3314,1.4745
35,166,176,1.4393,1.0852,1.509,1.4419,1.381,1.4547,0.9971,1.4642,1.1555,1.492,1.4692
35,167,176,1.4295,1.1034,1.5096,1.4572,1.4151,1.421,1.0364,1.4417,1.1925,1.4685,1.4051
35,168,176,1.4332,1.1333,1.5031,1.5284,1.4265,1.5329,1.0443,1.4568,1.1489,1.3811,1.4629
35,169,176,1.4753,1.0941,1.5346,1.5594,1.4196,1.3974,1.0946,1.5362,1.1467,1.4787,1.4915
35,170,176,1.4837,1.1029,1.5727,1.468,1.4093,1.4529,1.0708,1.5229,1.1498,1.3915,1.4897
35,171,176,1.4808,1.1305,1.4869,1.5236,1.3775,1.4309,1.0258,1.5389,1.2044,1.4321,1.4168
35,172,176,1.4648,1.0897,1.601,1.5731,1.5005,1.4588,1.0593,1.4979,1.1701,1.4136,1.4861
35,173,176,1.4668,1.0758,1.5611,1.4703,1.4608,1.3976,1.113,1.4979,1.18,1.4564,1.4867
35,174,176,1.5005,1.1871,1.5591,1.4817,1.4126,1.4582,1.0858,1.5168,1.1814,1.4595,1.4657
35,175,176,1.4547,1.1279,1.6318,1.4693,1.4671,1.4928,1.1841,1.528,1.192,1.4237,1.4756
35,176,176,1.4597,1.1007,1.6081,1.5239,1.3945,1.4604,1.0915,1.5185,1.1525,1.475,1.485
36,1,174,0.89,0.9828,0.954,1.1297,1.0139,0.8646,0.8927,0.8737,1.0655,1.0334,1.0459
36,2,174,0.8838,0.9713,0.9995,1.1251,1.0528,0.852,0.9305,0.8385,1.0464,1.0622,1.0676
36,3,174,0.8848,1.0067,0.9547,1.1194,1.0509,0.8935,0.9269,0.8871,1.0625,1.0558,1.0598
36,4,174,0.8467,0.9465,0.9494,1.1059,1.0431,0.8617,0.9119,0.8397,1.0539,1.0047,1.0821
36,5,174,0.8543,0.9765,0.9514,1.1341,1.0788,0.9064,0.91,0.8494,1.071,0.9902,1.0473
36,6,174,0.851,0.9573,0.9746,1.099,1.0155,0.8832,0.9532,0.8657,1.0732,1.0188,1.0458
36,7,174,0.8749,0.9974,0.9781,1.1195,1.076,0.8672,0.9071,0.8487,1.0486,1.0561,1.0422
36,8,174,0.8857,0.9934,0.9475,1.1133,1.0438,0.8784,0.975,0.8399,1.0766,1.0301,1.0517
36,9,174,0.9088,0.9562,0.9695,1.0454,1.0442,0.8793,0.9349,0.866,1.0845,1.0205,1.0958
36,10,174,0.8866,0.9917,0.9637,1.0989,1.0499,0.8774,0.943,0.8247,1.1045,1.0424,1.0961
36,11,174,0.8992,0.9876,0.9808,1.1038,1.0207,0.8646,0.9539,0.8442,1.0153,0.9767,1.0834
36,12,174,0.8576,0.948,0.9911,1.0971,1.0344,0.8402,0.9181,0.8304,1.0621,1.0271,1.09
36,13,174,0.9206,0.9342,0.9815,1.1153,1.0462,0.8748,0.9403,0.8518,1.0939,1.0464,1.0637
36,14,174,0.8822,1.0074,0.9622,1.1434,1.0976,0.9043,0.924,0.8728,1.0391,1.0379,1.0582
36,15,174,0.9092,1.0072,0.9786,1.1035,1.0423,0.8439,0.9255,0.8606,1.0341,1.0577,1.0279
36,16,174,0.8728,0.9995,1.014,1.1225,1.0085,0.8727,0.9021,0.844,1.0545,1.0507,1.0416
36,17,174,0.8732,0.9604,0.9739,1.1288,1.0813,0.8671,0.9246,0.8564,1.0714,0.9778,1.0758
36,18,174,0.8685,0.9585,0.9814,1.1031,1.0534,0.8864,0.9296,0.8843,1.0942,1.0109,1.017
36,19,174,0.8968,0.9643,0.9384,1.1066,1.1129,0.9026,0.9434,0.8352,1.0821,1.0383,1.0534
36,20,174,0.8925,0.9333,0.9466,1.0742,1.0071,0.893,0.9478,0.8981,1.1141,1.0477,1.0702
36,21,174,0.9408,0.9762,0.9829,1.1445,0.9971,0.874,0.89,0.8671,1.0888,1.0474,1.0801
36,22,174,0.8806,0.9711,0.9752,1.1033,1.0457,0.868,0.9422,0.9138,1.1221,1.0322,1.0556
36,23,174,0.9126,0.9843,1.0091,1.0811,1.0572,0.895,0.9176,0.8322,1.092,1.0417,1.1248
36,24,174,0.8877,0.9737,0.9344,1.0913,1.067,0.9251,0.9018,0.8299,1.0285,1.0242,1.0783
36,25,174,0.8911,0.9704,0.9763,1.1248,1.0336,0.8744,0.9133,0.8501,1.0856,1.054,1.0643
36,26,174,0.9172,0.9794,0.9688,1.117,1.038,0.9223,0.9336,0.8401,1.0873,1.0232,1.0896
36,27,174,0.8655,1.0068,0.9492,1.1279,1.0535,0.8875,0.887,0.8393,1.0383,1.0079,1.0582
36,28,174,0.8936,0.9692,0.9722,1.1346,1.0519,0.9069,0.9289,0.8705,1.1172,1.0308,1.063
36,29,174,0.885,0.9948,0.9566,1.1419,1.0745,0.9223,0.9295,0.8668,1.0913,0.9855,1.0623
36,30,174,0.9261,0.9677,0.9726,1.103,1.0728,0.9003,0.9855,0.8627,1.0789,1.0103,1.0528
36,31,174,0.8736,0.9523,0.9666,1.1083,1.0975,0.8893,0.8825,0.8743,1.0795,1.0117,1.0549
36,32,174,0.8945,1.0064,0.9681,1.1303,1.0138,0.9007,0.9297,0.8874,1.0664,1.0532,1.0596
36,33,174,0.8542,0.9759,0.9672,1.0685,1.0636,0.9043,0.9047,0.8821,1.0572,1.0353,1.1002
36,34,174,0.9548,0.9942,0.9887,1.1532,1.0567,0.8794,0.9352,0.8828,1.1172,1.0109,1.0682
36,35,174,0.9433,0.9573,1.0022,1.1153,1.0365,0.9181,0.9452,0.8478,1.0833,1.0607,1.0934
36,36,174,0.8719,0.9818,0.9898,1.1127,1.0591,0.8987,0.928,0.8891,1.0826,1.025,1.0657
36,37,174,0.8639,0.9744,1.0033,1.1734,1.0534,0.8481,0.9444,0.8754,1.1072,1.0797,1.0989
36,38,174,0.9285,0.9521,0.9731,1.1166,1.0628,0.8791,0.9519,0.8615,1.1253,1.0466,1.0842
36,39,174,0.8863,1.0115,0.972,1.115,1.0521,0.8688,0.9439,0.8664,1.1271,1.0342,1.0616
36,40,174,0.8678,0.9586,1.0396,1.064,1.0627,0.8663,0.9179,0.873,1.0973,1.0861,1.1221
36,41,174,0.8883,0.9741,0.9701,1.1297,1.03,0.9108,0.9311,0.8695,1.1405,1.0732,1.124
36,42,174,0.9001,0.9707,1.0001,1.1544,1.0455,0.8786,0.9321,0.8426,1.0976,1.0678,1.1513
36,43,174,0.9128,0.9521,0.9681,1.1091,1.0537,0.8865,0.9772,0.8331,1.1136,1.0801,1.1117
36,44,174,0.9205,0.9663,0.9568,1.1321,1.0845,0.9152,0.9783,0.8893,1.121,1.0492,1.0927
36,45,174,0.9153,1.005,1.0016,1.1499,1.0868,0.8953,0.9363,0.8931,1.0745,1.0281,1.0641
36,46,174,0.9231,1.0163,1.0168,1.1347,1.0791,0.9587,0.9754,0.8724,1.1282,1.0475,1.1193
36,47,174,0.9051,0.9876,0.9939,1.1381,1.0828,0.972,0.8756,0.8905,1.0682,0.9971,1.0473
