fl_date,month,day_of_month,day_of_week,op_unique_carrier,op_carrier_fl_num,origin,dest,crs_dep_time,crs_elapsed_time,distance,arr_delay
2024-01-13,1,13,6,B6,881,ORD,ATL,1930,114,606,-6
2024-10-06,10,6,7,AA,882,IAH,LAS,2030,215,1220,-1
2024-08-14,8,14,3,UA,883,BOS,MIA,615,206,1258,77
2024-01-13,1,13,6,DL,884,MIA,BOS,1600,195,1258,4
2024-11-24,11,24,7,AA,885,BOS,MIA,1100,187,1258,-2
2024-12-09,12,9,1,F9,886,EWR,MCO,1145,165,937,2
2024-07-03,7,3,3,AA,887,EWR,MCO,1645,166,937,3
2024-06-25,6,25,2,AA,888,MIA,BOS,715,208,1258,7
2024-07-31,7,31,3,F9,889,IAH,LAS,1815,211,1220,3
2024-04-16,4,16,2,DL,890,DFW,DEN,1500,149,641,6
2024-01-04,1,4,4,NK,891,ORD,ATL,1045,132,606,3
2024-04-05,4,5,5,UA,892,SFO,SEA,630,131,679,5
2024-10-13,10,13,7,B6,893,DEN,PHX,930,109,602,-10
2024-11-30,11,30,6,F9,894,ORD,ATL,2015,110,606,38
2024-09-09,9,9,1,DL,895,MIA,BOS,1645,203,1258,111
2024-11-17,11,17,7,NK,896,MIA,BOS,1600,212,1258,-7
2024-10-24,10,24,4,B6,897,DFW,DEN,1615,121,641,-6
2024-08-02,8,2,5,B6,898,LAX,ORD,1430,256,1745,-9
2024-04-09,4,9,2,DL,899,SEA,SFO,1030,132,679,28
2024-06-03,6,3,1,AS,900,EWR,MCO,830,181,937,1
2024-03-11,3,11,1,UA,901,JFK,LAX,1830,379,2475,5
2024-04-21,4,21,7,UA,902,ORD,ATL,2200,123,606,40
2024-02-29,2,29,4,F9,903,ORD,ATL,1630,132,606,5
2024-08-14,8,14,3,AS,904,DFW,DEN,1030,120,641,0
2024-03-06,3,6,3,DL,905,SFO,SEA,1415,111,679,45
2024-08-05,8,5,1,UA,906,ORD,ATL,545,134,606,-8
2024-04-10,4,10,3,NK,907,JFK,LAX,645,353,2475,6
2024-02-03,2,3,6,B6,908,JFK,LAX,815,368,2475,28
2024-12-09,12,9,1,WN,909,DFW,DEN,1330,131,641,111
2024-11-09,11,9,6,UA,910,SEA,SFO,515,127,679,-7
2024-03-28,3,28,4,WN,911,MIA,BOS,1145,196,1258,-7
2024-12-10,12,10,2,UA,912,DEN,PHX,1745,106,602,61
2024-02-27,2,27,2,WN,913,ATL,JFK,815,140,760,4
2024-05-27,5,27,1,AS,914,IAH,LAS,2000,197,1220,57
2024-11-03,11,3,7,B6,915,DEN,PHX,1245,109,602,4
2024-02-05,2,5,1,NK,916,SFO,SEA,1000,126,679,1
2024-02-23,2,23,5,F9,917,EWR,MCO,815,167,937,-8
2024-10-29,10,29,2,NK,918,IAH,LAS,730,191,1220,-5
2024-10-31,10,31,4,AS,919,SFO,SEA,1845,113,679,-3
2024-07-23,7,23,2,B6,920,EWR,MCO,2030,159,937,2
2024-03-03,3,3,7,F9,921,ORD,ATL,900,113,606,10
2024-09-12,9,12,4,AA,922,ORD,ATL,1515,119,606,2
2024-12-04,12,4,3,DL,923,ORD,ATL,1130,131,606,4
2024-09-15,9,15,7,F9,924,DEN,PHX,2200,130,602,7
2024-03-01,3,1,5,AA,925,ATL,JFK,1945,126,760,2
2024-10-12,10,12,6,AA,926,DFW,DEN,2045,124,641,-5
2024-07-18,7,18,4,B6,927,IAH,LAS,2045,200,1220,102
2024-01-29,1,29,1,UA,928,SEA,SFO,1630,115,679,2
2024-10-29,10,29,2,AA,929,JFK,LAX,530,362,2475,1
2024-06-25,6,25,2,DL,930,ATL,JFK,1215,132,760,-9
2024-02-13,2,13,2,B6,931,BOS,MIA,830,190,1258,55
2024-06-15,6,15,6,AA,932,SEA,SFO,2145,113,679,3
2024-08-28,8,28,3,AA,933,IAH,LAS,1730,203,1220,2
2024-02-21,2,21,3,DL,934,DEN,PHX,2130,105,602,5
2024-08-11,8,11,7,B6,935,LAX,ORD,2215,249,1745,-8
2024-06-01,6,1,6,B6,936,JFK,LAX,700,368,2475,-3
2024-02-04,2,4,7,AS,937,MIA,BOS,1130,210,1258,3
2024-06-03,6,3,1,DL,938,EWR,MCO,1515,168,937,7
2024-11-15,11,15,5,NK,939,MIA,BOS,1000,205,1258,7
2024-09-12,9,12,4,UA,940,BOS,MIA,1345,214,1258,4
2024-04-12,4,12,5,AA,941,SEA,SFO,1445,118,679,35
2024-11-20,11,20,3,AS,942,ORD,ATL,1030,131,606,-1
2024-05-02,5,2,4,WN,943,ATL,JFK,1445,140,760,-3
2024-11-27,11,27,3,NK,944,ATL,JFK,900,133,760,50
2024-10-08,10,8,2,B6,945,EWR,MCO,500,182,937,5
2024-11-04,11,4,1,DL,946,LAX,ORD,1600,252,1745,68
2024-02-27,2,27,2,UA,947,SFO,SEA,2130,120,679,-7
2024-11-03,11,3,7,DL,948,SFO,SEA,1715,134,679,0
2024-03-14,3,14,4,NK,949,SFO,SEA,1945,113,679,-2
2024-09-30,9,30,1,AA,950,DEN,PHX,2245,115,602,0
2024-03-15,3,15,5,WN,951,MIA,BOS,500,211,1258,-1
2024-12-09,12,9,1,AA,952,IAH,LAS,1600,202,1220,-1
2024-07-17,7,17,3,WN,953,DEN,PHX,1400,129,602,-2
2024-04-17,4,17,3,WN,954,MIA,BOS,1545,210,1258,72
2024-02-11,2,11,7,AA,955,MIA,BOS,1830,207,1258,5
2024-03-23,3,23,6,NK,956,ORD,ATL,1830,124,606,1
2024-11-24,11,24,7,AA,957,JFK,LAX,900,362,2475,10
2024-06-05,6,5,3,WN,958,EWR,MCO,1215,182,937,36
2024-08-19,8,19,1,NK,959,LAX,ORD,1030,265,1745,-2
2024-02-13,2,13,2,B6,960,SFO,SEA,1200,135,679,2
2024-11-27,11,27,3,AA,961,SEA,SFO,1915,113,679,-8
2024-07-24,7,24,3,UA,962,JFK,LAX,730,355,2475,-6
2024-09-26,9,26,4,DL,963,JFK,LAX,2000,357,2475,4
2024-05-16,5,16,4,WN,964,SFO,SEA,1815,124,679,-6
2024-12-12,12,12,4,WN,965,MIA,BOS,530,193,1258,-6
2024-08-18,8,18,7,WN,966,BOS,MIA,1900,185,1258,10
2024-06-14,6,14,5,F9,967,DFW,DEN,1745,143,641,-4
2024-02-18,2,18,7,B6,968,ORD,ATL,2030,129,606,46
2024-05-09,5,9,4,AA,969,JFK,LAX,1615,380,2475,2
2024-04-01,4,1,1,AA,970,BOS,MIA,1915,187,1258,0
2024-09-28,9,28,6,AS,971,IAH,LAS,615,200,1220,0
2024-07-03,7,3,3,B6,972,IAH,LAS,1330,198,1220,49
2024-09-08,9,8,7,UA,973,LAX,ORD,1900,246,1745,100
2024-04-27,4,27,6,UA,974,JFK,LAX,1945,353,2475,-5
2024-08-14,8,14,3,F9,975,JFK,LAX,1945,353,2475,5
2024-06-27,6,27,4,UA,976,ORD,ATL,1030,128,606,-5
2024-01-03,1,3,3,WN,977,BOS,MIA,715,209,1258,3
2024-02-18,2,18,7,F9,978,EWR,MCO,845,166,937,103
2024-03-19,3,19,2,DL,979,LAX,ORD,1930,259,1745,5
2024-01-23,1,23,2,AA,980,LAX,ORD,915,267,1745,0
2024-05-24,5,24,5,AA,981,EWR,MCO,2245,157,937,25
2024-04-01,4,1,1,NK,982,MIA,BOS,700,212,1258,2
2024-07-17,7,17,3,WN,983,DFW,DEN,900,129,641,10
2024-06-07,6,7,5,F9,984,ATL,JFK,830,141,760,1
2024-08-16,8,16,5,WN,985,DEN,PHX,1800,124,602,8
2024-11-10,11,10,7,NK,986,LAX,ORD,630,254,1745,-8
2024-12-17,12,17,2,WN,987,EWR,MCO,2100,164,937,6
2024-02-10,2,10,6,F9,988,ATL,JFK,930,151,760,-6
2024-08-06,8,6,2,WN,989,SEA,SFO,600,121,679,25
2024-02-18,2,18,7,NK,990,ATL,JFK,1630,143,760,-2
2024-01-09,1,9,2,DL,991,SEA,SFO,1045,106,679,-5
2024-12-26,12,26,4,DL,992,ATL,JFK,1930,135,760,4
2024-04-04,4,4,4,UA,993,SFO,SEA,845,122,679,-2
2024-07-21,7,21,7,AA,994,JFK,LAX,1945,377,2475,77
2024-11-12,11,12,2,F9,995,MIA,BOS,1400,189,1258,2
2024-04-07,4,7,7,UA,996,JFK,LAX,515,365,2475,40
2024-05-03,5,3,5,UA,997,EWR,MCO,1100,164,937,7
2024-08-30,8,30,5,F9,998,DFW,DEN,1945,135,641,35
2024-10-26,10,26,6,AA,999,DEN,PHX,630,100,602,2
2024-08-09,8,9,5,DL,100,EWR,MCO,2230,156,937,8
2024-09-05,9,5,4,F9,101,ATL,JFK,1200,141,760,5
2024-10-22,10,22,2,AA,102,ATL,JFK,1845,128,760,98
2024-11-26,11,26,2,F9,103,BOS,MIA,1030,208,1258,-10
2024-06-25,6,25,2,WN,104,DEN,PHX,1545,104,602,8
2024-12-30,12,30,1,B6,105,IAH,LAS,1645,210,1220,10
2024-04-16,4,16,2,UA,106,BOS,MIA,915,191,1258,5
2024-09-08,9,8,7,UA,107,BOS,MIA,1415,191,1258,5
2024-07-02,7,2,2,AA,108,JFK,LAX,1000,375,2475,-5
2024-08-08,8,8,4,DL,109,LAX,ORD,1245,248,1745,7
2024-01-24,1,24,3,AS,110,LAX,ORD,2100,262,1745,-6
2024-08-22,8,22,4,AA,111,DEN,PHX,800,116,602,-7
2024-11-18,11,18,1,DL,112,DFW,DEN,1030,142,641,1
2024-09-12,9,12,4,F9,113,SEA,SFO,1630,131,679,98
2024-04-13,4,13,6,UA,114,ORD,ATL,1245,120,606,-10
2024-03-28,3,28,4,B6,115,SEA,SFO,1615,109,679,3
2024-03-11,3,11,1,NK,116,SFO,SEA,1930,135,679,3
2024-03-15,3,15,5,AA,117,DEN,PHX,700,110,602,6
2024-03-25,3,25,1,AS,118,ATL,JFK,900,145,760,-9
2024-07-24,7,24,3,B6,119,ATL,JFK,1530,125,760,-1
2024-11-08,11,8,5,B6,120,SEA,SFO,1145,127,679,4
2024-07-26,7,26,5,AS,121,EWR,MCO,630,167,937,-8
2024-10-03,10,3,4,UA,122,SEA,SFO,1430,129,679,86
2024-01-15,1,15,1,UA,123,JFK,LAX,1230,373,2475,-2
2024-02-26,2,26,1,NK,124,SEA,SFO,2130,108,679,-2
2024-03-04,3,4,1,AA,125,EWR,MCO,1930,162,937,-10
2024-06-02,6,2,7,WN,126,LAX,ORD,945,256,1745,8
2024-06-16,6,16,7,WN,127,ORD,ATL,1645,113,606,115
2024-08-05,8,5,1,UA,128,IAH,LAS,1815,200,1220,23
2024-02-09,2,9,5,WN,129,DEN,PHX,2245,127,602,8
2024-09-12,9,12,4,B6,130,BOS,MIA,1815,189,1258,5
2024-12-30,12,30,1,UA,131,DEN,PHX,2100,122,602,6
2024-08-30,8,30,5,WN,132,DEN,PHX,1600,119,602,7
2024-03-02,3,2,6,NK,133,ORD,ATL,900,121,606,82
2024-06-04,6,4,2,B6,134,LAX,ORD,945,241,1745,34
2024-04-20,4,20,6,B6,135,MIA,BOS,830,187,1258,-10
2024-09-03,9,3,2,AA,136,ATL,JFK,1745,151,760,0
2024-09-15,9,15,7,UA,137,DFW,DEN,930,122,641,4
2024-04-29,4,29,1,NK,138,ATL,JFK,1930,145,760,-9
2024-12-28,12,28,6,DL,139,DFW,DEN,2200,140,641,-1
2024-11-12,11,12,2,DL,140,SFO,SEA,2115,129,679,8
2024-01-10,1,10,3,F9,141,SEA,SFO,530,130,679,-5
2024-12-27,12,27,5,WN,142,SFO,SEA,2230,117,679,-8
2024-01-12,1,12,5,AA,143,DEN,PHX,2130,112,602,-10
2024-02-28,2,28,3,B6,144,ORD,ATL,915,118,606,-1
2024-06-06,6,6,4,DL,145,DFW,DEN,1515,120,641,-9
2024-07-18,7,18,4,AA,146,MIA,BOS,1345,215,1258,0
2024-04-13,4,13,6,DL,147,JFK,LAX,2045,380,2475,-3
2024-02-01,2,1,4,DL,148,MIA,BOS,2000,198,1258,-8
2024-05-17,5,17,5,WN,149,JFK,LAX,1215,359,2475,-7
2024-02-12,2,12,1,NK,150,DEN,PHX,1615,125,602,-6
2024-08-04,8,4,7,WN,151,SEA,SFO,545,135,679,-9
2024-03-26,3,26,2,B6,152,EWR,MCO,1330,181,937,5
2024-11-19,11,19,2,NK,153,LAX,ORD,615,263,1745,-1
2024-02-15,2,15,4,DL,154,MIA,BOS,2230,213,1258,33
2024-11-08,11,8,5,NK,155,SFO,SEA,1345,113,679,0
2024-06-13,6,13,4,WN,156,EWR,MCO,1500,184,937,9
2024-01-02,1,2,2,UA,157,EWR,MCO,1045,172,937,17
2024-10-02,10,2,3,F9,158,ATL,JFK,700,153,760,10
2024-03-04,3,4,1,F9,159,EWR,MCO,1645,160,937,9
2024-08-24,8,24,6,AA,160,ORD,ATL,1200,134,606,17
2024-12-29,12,29,7,B6,161,EWR,MCO,1415,162,937,94
2024-01-19,1,19,5,F9,162,LAX,ORD,1100,246,1745,9
2024-05-22,5,22,3,NK,163,ORD,ATL,1115,112,606,7
2024-02-03,2,3,6,UA,164,IAH,LAS,2130,191,1220,-3
2024-12-13,12,13,5,AA,165,IAH,LAS,1900,215,1220,87
2024-12-10,12,10,2,NK,166,EWR,MCO,1845,163,937,57
2024-09-22,9,22,7,DL,167,EWR,MCO,1200,163,937,-9
2024-08-17,8,17,6,NK,168,SEA,SFO,700,128,679,0
2024-08-04,8,4,7,WN,169,IAH,LAS,1030,194,1220,-4
2024-11-16,11,16,6,DL,170,EWR,MCO,1530,162,937,-10
2024-05-02,5,2,4,DL,171,DEN,PHX,2115,130,602,0
2024-11-13,11,13,3,DL,172,BOS,MIA,800,186,1258,73
2024-06-09,6,9,7,AA,173,ATL,JFK,645,126,760,-6
2024-11-16,11,16,6,B6,174,BOS,MIA,2200,194,1258,23
2024-02-19,2,19,1,NK,175,ATL,JFK,545,137,760,9
2024-11-13,11,13,3,F9,176,ATL,JFK,1930,143,760,-10
2024-02-22,2,22,4,WN,177,ORD,ATL,1115,130,606,8
2024-08-03,8,3,6,B6,178,LAX,ORD,1215,265,1745,-5
2024-03-06,3,6,3,AA,179,JFK,LAX,1630,368,2475,10
2024-08-28,8,28,3,UA,180,DFW,DEN,515,121,641,1
2024-10-13,10,13,7,WN,181,SEA,SFO,1115,130,679,-4
2024-04-06,4,6,6,DL,182,LAX,ORD,1530,259,1745,4
2024-06-17,6,17,1,B6,183,ATL,JFK,2015,154,760,-9
2024-04-24,4,24,3,AA,184,EWR,MCO,1245,178,937,-4
2024-07-11,7,11,4,AS,185,IAH,LAS,1600,187,1220,16
2024-10-11,10,11,5,AS,186,JFK,LAX,1600,350,2475,-4
2024-05-25,5,25,6,WN,187,SFO,SEA,1515,110,679,-5
2024-03-31,3,31,7,WN,188,JFK,LAX,945,370,2475,-10
2024-04-17,4,17,3,DL,189,LAX,ORD,1045,268,1745,1
2024-03-14,3,14,4,DL,190,ORD,ATL,1145,132,606,40
2024-11-02,11,2,6,AS,191,LAX,ORD,1130,265,1745,-9
2024-05-06,5,6,1,UA,192,LAX,ORD,2145,246,1745,-6
2024-12-05,12,5,4,DL,193,DEN,PHX,2130,115,602,65
2024-06-13,6,13,4,F9,194,DFW,DEN,2045,128,641,5
2024-10-25,10,25,5,NK,195,EWR,MCO,1915,167,937,41
2024-08-05,8,5,1,WN,196,MIA,BOS,1300,189,1258,1
2024-08-15,8,15,4,DL,197,MIA,BOS,1930,198,1258,-9
2024-08-09,8,9,5,F9,198,DEN,PHX,1345,100,602,0
2024-04-29,4,29,1,UA,199,DEN,PHX,1400,125,602,26
2024-02-20,2,20,2,B6,200,SFO,SEA,1130,111,679,7
2024-06-03,6,3,1,AS,201,MIA,BOS,1115,212,1258,-2
2024-06-02,6,2,7,B6,202,JFK,LAX,1700,365,2475,2
2024-04-26,4,26,5,UA,203,ATL,JFK,1245,148,760,5
2024-02-13,2,13,2,F9,204,LAX,ORD,1145,254,1745,3
2024-03-12,3,12,2,AA,205,LAX,ORD,545,265,1745,110
2024-04-25,4,25,4,AS,206,LAX,ORD,2230,250,1745,2
2024-01-17,1,17,3,AA,207,BOS,MIA,1745,191,1258,58
2024-09-30,9,30,1,NK,208,ORD,ATL,1930,112,606,0
2024-12-11,12,11,3,UA,209,ORD,ATL,2000,115,606,104
2024-07-16,7,16,2,WN,210,ORD,ATL,2100,124,606,100
2024-09-22,9,22,7,AA,211,LAX,ORD,1715,243,1745,3
2024-08-02,8,2,5,UA,212,SEA,SFO,915,114,679,42
2024-12-06,12,6,5,NK,213,IAH,LAS,1145,193,1220,-1
2024-03-14,3,14,4,WN,214,JFK,LAX,1230,379,2475,9
2024-08-24,8,24,6,F9,215,DEN,PHX,1930,122,602,-1
2024-11-09,11,9,6,B6,216,ATL,JFK,1215,153,760,3
2024-07-15,7,15,1,NK,217,DEN,PHX,845,122,602,88
2024-03-21,3,21,4,AA,218,SFO,SEA,715,134,679,-1
2024-10-10,10,10,4,F9,219,ATL,JFK,2130,138,760,-7
2024-05-09,5,9,4,F9,220,DFW,DEN,745,132,641,19
2024-07-23,7,23,2,AS,221,IAH,LAS,1300,207,1220,-10
2024-12-09,12,9,1,UA,222,LAX,ORD,715,262,1745,-8
2024-08-29,8,29,4,F9,223,DFW,DEN,500,125,641,-5
2024-09-30,9,30,1,B6,224,ORD,ATL,530,114,606,101
2024-04-01,4,1,1,F9,225,LAX,ORD,2215,254,1745,102
2024-09-24,9,24,2,AA,226,EWR,MCO,1730,169,937,-7
2024-01-03,1,3,3,AA,227,BOS,MIA,1230,214,1258,-4
2024-02-16,2,16,5,WN,228,SFO,SEA,1515,126,679,17
2024-02-19,2,19,1,DL,229,SFO,SEA,1000,118,679,-5
2024-06-14,6,14,5,DL,230,LAX,ORD,2245,270,1745,-4
2024-04-28,4,28,7,NK,231,ORD,ATL,545,130,606,-5
2024-07-18,7,18,4,AS,232,JFK,LAX,1600,352,2475,-2
2024-06-03,6,3,1,WN,233,ATL,JFK,2215,133,760,-7
2024-06-15,6,15,6,DL,234,BOS,MIA,1515,205,1258,-6
2024-09-03,9,3,2,AS,235,EWR,MCO,1945,171,937,90
2024-10-27,10,27,7,WN,236,SEA,SFO,830,112,679,18
2024-11-13,11,13,3,NK,237,SFO,SEA,1415,109,679,79
2024-11-24,11,24,7,NK,238,SFO,SEA,1930,109,679,9
2024-11-25,11,25,1,B6,239,LAX,ORD,1830,264,1745,117
2024-06-18,6,18,2,AA,240,SFO,SEA,1215,124,679,-9
2024-06-13,6,13,4,NK,241,SEA,SFO,2000,135,679,-8
2024-11-20,11,20,3,WN,242,JFK,LAX,715,368,2475,-6
2024-09-16,9,16,1,WN,243,SFO,SEA,1015,112,679,-1
2024-11-06,11,6,3,NK,244,DFW,DEN,1130,147,641,4
2024-07-03,7,3,3,F9,245,ORD,ATL,1845,134,606,72
2024-01-11,1,11,4,UA,246,DEN,PHX,1415,117,602,-8
2024-07-13,7,13,6,UA,247,MIA,BOS,2245,187,1258,2
2024-08-28,8,28,3,AS,248,DFW,DEN,530,135,641,-10
2024-07-21,7,21,7,NK,249,ATL,JFK,1400,138,760,5
2024-07-16,7,16,2,AA,250,ORD,ATL,1830,134,606,113
2024-12-29,12,29,7,AS,251,SEA,SFO,1745,128,679,-9
2024-09-01,9,1,7,WN,252,SFO,SEA,515,113,679,10
2024-03-16,3,16,6,F9,253,EWR,MCO,500,179,937,-5
2024-12-30,12,30,1,DL,254,EWR,MCO,715,183,937,8
2024-08-06,8,6,2,NK,255,DFW,DEN,1730,143,641,7
2024-02-15,2,15,4,NK,256,IAH,LAS,930,208,1220,1
2024-07-22,7,22,1,WN,257,IAH,LAS,2000,188,1220,37
2024-08-01,8,1,4,DL,258,IAH,LAS,1015,196,1220,3
2024-03-09,3,9,6,UA,259,IAH,LAS,1915,190,1220,30
2024-04-03,4,3,3,WN,260,JFK,LAX,1900,377,2475,68
2024-05-30,5,30,4,UA,261,ORD,ATL,1500,128,606,24
2024-09-05,9,5,4,WN,262,DEN,PHX,1300,121,602,23
2024-04-18,4,18,4,AA,263,ORD,ATL,2130,139,606,93
2024-06-21,6,21,5,F9,264,DEN,PHX,1515,130,602,0
2024-07-23,7,23,2,AS,265,EWR,MCO,1500,155,937,61
2024-07-24,7,24,3,F9,266,IAH,LAS,500,212,1220,-6
2024-05-07,5,7,2,B6,267,IAH,LAS,2145,206,1220,5
2024-11-22,11,22,5,WN,268,JFK,LAX,1600,375,2475,-10
2024-08-15,8,15,4,AS,269,EWR,MCO,730,168,937,9
2024-12-24,12,24,2,F9,270,EWR,MCO,1115,182,937,-1
2024-09-11,9,11,3,AA,271,DFW,DEN,1915,148,641,7
2024-09-03,9,3,2,F9,272,ORD,ATL,1000,113,606,43
2024-01-15,1,15,1,NK,273,IAH,LAS,1315,208,1220,2
2024-08-31,8,31,6,B6,274,EWR,MCO,2245,157,937,-6
2024-10-21,10,21,1,AS,275,SFO,SEA,1545,134,679,10
2024-11-24,11,24,7,NK,276,EWR,MCO,1215,163,937,3
2024-02-14,2,14,3,DL,277,MIA,BOS,1100,203,1258,8
2024-06-09,6,9,7,AS,278,DFW,DEN,1400,138,641,-10
2024-08-04,8,4,7,WN,279,ATL,JFK,2115,128,760,-6
2024-10-02,10,2,3,NK,280,JFK,LAX,1245,371,2475,-1
2024-11-03,11,3,7,F9,281,DFW,DEN,1530,136,641,-9
2024-12-27,12,27,5,DL,282,MIA,BOS,2030,207,1258,-4
2024-06-19,6,19,3,NK,283,JFK,LAX,615,377,2475,-3
2024-07-19,7,19,5,F9,284,IAH,LAS,545,195,1220,-5
2024-08-30,8,30,5,NK,285,EWR,MCO,730,164,937,2
2024-10-07,10,7,1,WN,286,IAH,LAS,630,199,1220,112
2024-03-11,3,11,1,UA,287,BOS,MIA,1115,210,1258,-6
2024-11-29,11,29,5,WN,288,IAH,LAS,815,197,1220,8
2024-03-27,3,27,3,NK,289,EWR,MCO,1000,158,937,76
2024-08-10,8,10,6,AS,290,BOS,MIA,1200,188,1258,2
2024-09-07,9,7,6,WN,291,ATL,JFK,1700,149,760,-5
2024-07-14,7,14,7,F9,292,EWR,MCO,500,158,937,1
2024-09-07,9,7,6,DL,293,ORD,ATL,545,118,606,-3
2024-04-02,4,2,2,DL,294,BOS,MIA,1415,188,1258,3
2024-10-02,10,2,3,AS,295,ORD,ATL,1745,112,606,-10
2024-12-03,12,3,2,DL,296,SFO,SEA,1000,122,679,92
2024-03-03,3,3,7,F9,297,LAX,ORD,1000,257,1745,10
2024-02-13,2,13,2,B6,298,JFK,LAX,2215,363,2475,1
2024-06-02,6,2,7,AA,299,SFO,SEA,2245,109,679,-1
2024-06-09,6,9,7,F9,300,IAH,LAS,2215,207,1220,1
2024-01-23,1,23,2,DL,301,EWR,MCO,1115,174,937,54
2024-07-02,7,2,2,WN,302,BOS,MIA,730,193,1258,3
2024-03-24,3,24,7,NK,303,EWR,MCO,1815,172,937,48
2024-11-18,11,18,1,WN,304,ORD,ATL,1130,128,606,10
2024-03-19,3,19,2,UA,305,ATL,JFK,515,127,760,2
2024-09-29,9,29,7,B6,306,ORD,ATL,1500,121,606,-8
2024-03-15,3,15,5,AS,307,MIA,BOS,845,192,1258,-10
2024-03-04,3,4,1,NK,308,ORD,ATL,2000,126,606,-1
2024-10-19,10,19,6,AS,309,IAH,LAS,800,190,1220,9
2024-04-02,4,2,2,AS,310,ATL,JFK,2245,140,760,7
2024-01-05,1,5,5,UA,311,MIA,BOS,945,203,1258,-6
2024-11-23,11,23,6,B6,312,JFK,LAX,1845,355,2475,-3
2024-08-27,8,27,2,F9,313,LAX,ORD,2115,249,1745,3
2024-07-27,7,27,6,DL,314,MIA,BOS,700,208,1258,10
2024-03-25,3,25,1,WN,315,ORD,ATL,2245,135,606,52
2024-12-12,12,12,4,AA,316,ATL,JFK,2000,137,760,5
2024-04-07,4,7,7,AA,317,BOS,MIA,2230,192,1258,3
2024-08-17,8,17,6,AA,318,BOS,MIA,1215,187,1258,6
2024-09-20,9,20,5,AS,319,DFW,DEN,1715,131,641,79
2024-12-13,12,13,5,DL,320,LAX,ORD,1430,255,1745,-7
2024-04-19,4,19,5,B6,321,MIA,BOS,1130,214,1258,2
2024-11-12,11,12,2,AA,322,DEN,PHX,1930,109,602,16
2024-01-03,1,3,3,AS,323,ORD,ATL,1600,113,606,2
2024-04-11,4,11,4,NK,324,DEN,PHX,1800,129,602,-6
2024-03-20,3,20,3,F9,325,JFK,LAX,1730,359,2475,5
2024-04-03,4,3,3,AS,326,ATL,JFK,1915,129,760,4
2024-08-10,8,10,6,AS,327,IAH,LAS,815,194,1220,-4
2024-07-21,7,21,7,AA,328,DFW,DEN,1015,150,641,-9
2024-05-16,5,16,4,F9,329,EWR,MCO,930,179,937,5
2024-07-18,7,18,4,NK,330,SEA,SFO,915,116,679,-10
2024-05-01,5,1,3,AA,331,EWR,MCO,545,170,937,3
2024-09-05,9,5,4,B6,332,MIA,BOS,915,192,1258,9
2024-05-14,5,14,2,B6,333,ORD,ATL,1145,132,606,70
2024-09-14,9,14,6,DL,334,IAH,LAS,915,188,1220,91
2024-01-20,1,20,6,UA,335,ATL,JFK,1800,144,760,-6
2024-01-27,1,27,6,WN,336,ORD,ATL,1215,120,606,10
2024-02-01,2,1,4,NK,337,DEN,PHX,830,111,602,-1
2024-12-30,12,30,1,B6,338,LAX,ORD,1000,240,1745,-9
2024-06-13,6,13,4,AA,339,EWR,MCO,845,160,937,9
2024-07-05,7,5,5,B6,340,DEN,PHX,515,110,602,101
2024-07-04,7,4,4,AS,341,IAH,LAS,1615,205,1220,9
2024-10-26,10,26,6,B6,342,SFO,SEA,800,123,679,-6
2024-12-26,12,26,4,WN,343,SFO,SEA,1530,128,679,85
2024-09-30,9,30,1,F9,344,SFO,SEA,1830,133,679,40
2024-08-17,8,17,6,AS,345,LAX,ORD,745,253,1745,71
2024-11-02,11,2,6,AA,346,DFW,DEN,600,145,641,-1
2024-07-22,7,22,1,WN,347,IAH,LAS,715,199,1220,6
2024-07-18,7,18,4,NK,348,SEA,SFO,515,123,679,-5
2024-12-22,12,22,7,WN,349,BOS,MIA,1930,194,1258,6
2024-12-28,12,28,6,WN,350,MIA,BOS,615,194,1258,44
2024-03-16,3,16,6,AA,351,EWR,MCO,1300,175,937,33
2024-09-30,9,30,1,WN,352,SFO,SEA,1630,107,679,10
2024-03-09,3,9,6,B6,353,IAH,LAS,600,211,1220,0
2024-05-23,5,23,4,AS,354,SFO,SEA,845,135,679,7
2024-11-20,11,20,3,B6,355,EWR,MCO,1230,163,937,72
2024-11-18,11,18,1,WN,356,BOS,MIA,1915,208,1258,-6
2024-03-16,3,16,6,NK,357,LAX,ORD,1915,266,1745,39
2024-10-18,10,18,5,UA,358,SFO,SEA,1400,114,679,10
2024-07-20,7,20,6,UA,359,DFW,DEN,745,127,641,34
2024-07-25,7,25,4,F9,360,EWR,MCO,845,167,937,-10
2024-01-07,1,7,7,AA,361,ORD,ATL,915,134,606,-9
2024-03-14,3,14,4,DL,362,MIA,BOS,830,212,1258,-10
2024-03-12,3,12,2,DL,363,SFO,SEA,1030,115,679,4
2024-05-04,5,4,6,F9,364,DFW,DEN,2200,120,641,10
2024-10-05,10,5,6,AA,365,ORD,ATL,900,139,606,3
2024-04-26,4,26,5,WN,366,JFK,LAX,1415,379,2475,99
2024-02-27,2,27,2,NK,367,EWR,MCO,830,166,937,-3
2024-06-19,6,19,3,DL,368,BOS,MIA,615,190,1258,-8
2024-06-20,6,20,4,NK,369,SEA,SFO,1430,116,679,-6
2024-09-12,9,12,4,DL,370,MIA,BOS,515,209,1258,-8
2024-03-16,3,16,6,UA,371,LAX,ORD,700,258,1745,5
2024-05-22,5,22,3,NK,372,IAH,LAS,1045,196,1220,-6
